@asof|2026-09-15
#960387|WORLD OF POWER SPORTS|143445.87|130846.05
2171119|BRIDGESTONE|911.20|0
2171119|ACERBIS|610.67|1365.94
2171119|SEDONA|567.80|41.23
2171119|VERTEX|557.83|2235.84
2171119|SCOTT|406.95|1296.18
2171119|FLY RACING|405.46|2601.56
2171119|ALL BALLS|307.74|939.73
2171119|PRO CIRCUIT|241.00|810.99
2171119|HINSON|139.99|699.96
2171119|FLO MOTORSPORTS|0|885.09
2171119|YOSHIMURA|0|572.23
#2200489|GENERATION MX|29997.18|41563.67
2200489|YOSHIMURA|9666.09|6421.95
2200489|DUNLOP|1549.13|1467.37
2200489|SHINKO|1437.54|2307.52
2200489|VERTEX|1274.23|709.12
2200489|FMF|1263.96|350.97
2200489|PIVOT WORKS|1260.93|945.78
2200489|FIRE POWER|1122.41|1429.94
2200489|SKF|952.84|2327.65
2200489|CARDO|888.47|285.68
2200489|D.I.D|652.98|6226.05
2200489|MAXIMA|588.05|1335.44
2200489|FLY RACING|283.76|2866.73
2200489|TRAIL TECH|240.26|1703.25
2200489|REKLUSE RACING|0|1554.97
2200489|SLP|0|599.26
2200489|MOTUL|0|519.51
#2140518|MCNABB MOTORSPORTS|28438.75|38912.22
2140518|KFI|9647.99|6893.88
2140518|XTC POWER PRODUCTS|3328.55|6360.41
2140518|BFGOODRICH|2986.72|1581.12
2140518|ECOXGEAR|1730.47|8306.96
2140518|OPEN TRAIL|1233.42|557.86
2140518|RACELINE|1028.64|0
2140518|MAXIMA|1006.27|41.55
2140518|SEDONA|960.48|2690.20
2140518|WOODYS|640.24|129.86
2140518|ULTIMAX|593.00|0
2140518|MAXXIS|535.46|0
2140518|FIRE POWER|140.79|1237.30
2140518|CAMSO|10.49|862.09
2140518|SP1|0|636.50
2140518|CASTROL|0|2067.99
#2100264|ILLINOIS POWERSPORTS|26887.63|27065.04
2100264|TORCO|4726.60|9846.32
2100264|SKF|2258.81|3969.40
2100264|WISECO|2228.19|261.93
2100264|CAMSO|2208.81|0
2100264|SEDONA|1814.86|596.59
2100264|SHINKO|1801.81|2900.02
2100264|DIRT TRICKS|1682.35|512.75
2100264|WORKS|1516.98|770.06
2100264|DUNLOP|1438.85|425.48
2100264|VERTEX|920.03|123.46
2100264|SP1|678.55|1140.48
2100264|MAXXIS|657.48|0
2100264|TRAIL TECH|571.86|0
2100264|MBRP|0|511.34
2100264|STRAIGHTLINE|0|562.46
2100264|YOSHIMURA|0|840.74
2100264|ALPINESTARS|0|625.68
#960130|DES PLAINES HONDA|26637.96|35236.71
960130|CARDO|4797.20|4295.01
960130|DUNLOP|3932.51|5291.36
960130|MICHELIN|2431.71|2658.30
960130|SCORPION EXO|2098.70|178.72
960130|GMAX|1726.40|14.89
960130|YOSHIMURA|1350.26|2860.36
960130|SHINKO|1176.33|3079.76
960130|100-PERCENT|1067.61|0
960130|PUIG|842.56|-50.38
960130|RAM|842.23|1004.59
960130|EBC|603.69|92.89
960130|FLY RACING|300.89|2820.94
960130|ALPINESTARS|160.97|891.99
960130|WARN|0|3312.60
960130|RST|0|2610.65
#2150954|GLENN STICKELS|23970.26|24802.84
2150954|SHINKO|5595.03|7761.30
2150954|DUNLOP|3533.93|525.43
2150954|HARDDRIVE|1688.71|1354.53
2150954|ALL BALLS|1067.27|1124.76
2150954|MICHELIN|1013.86|1245.44
2150954|BRIDGESTONE|774.74|0
2150954|FIRE POWER|764.33|2108.05
2150954|ARNOTT|609.54|0
2150954|WISECO|0|522.22
#960380|CYCLE SPORT YAMAHA KTM|20642.09|6402.07
960380|FLY RACING|7378.23|78.83
960380|MICHELIN|3974.17|243.69
960380|CARDO|3389.48|0
